instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_label,year_label
2349,12/04/2011,Summer,2011,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2350,12/04/2011,Summer,2011,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2351,12/04/2011,Summer,2011,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2352,12/04/2011,Summer,2011,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2353,12/04/2011,Summer,2011,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2354,12/04/2011,Summer,2011,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,102,Summer,2011,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,,
2355,13/04/2011,Summer,2011,4,0,0,3,1,2,0.4,0.4091,1,0.2985,3,12,15,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2356,13/04/2011,Summer,2011,4,1,0,3,1,2,0.4,0.4091,1,0.2985,0,1,1,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2357,13/04/2011,Summer,2011,4,2,0,3,1,3,0.4,0.4091,1,0.2985,0,2,2,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2358,13/04/2011,Summer,2011,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2359,13/04/2011,Summer,2011,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2360,13/04/2011,Summer,2011,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2361,13/04/2011,Summer,2011,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2362,13/04/2011,Summer,2011,4,7,0,3,1,3,0.36,0.3485,1,0.2239,3,67,70,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2363,13/04/2011,Summer,2011,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2364,13/04/2011,Summer,2011,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2365,13/04/2011,Summer,2011,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2366,13/04/2011,Summer,2011,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2367,13/04/2011,Summer,2011,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2368,13/04/2011,Summer,2011,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2369,13/04/2011,Summer,2011,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2370,13/04/2011,Summer,2011,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2371,13/04/2011,Summer,2011,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2372,13/04/2011,Summer,2011,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2373,13/04/2011,Summer,2011,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2374,13/04/2011,Summer,2011,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2375,13/04/2011,Summer,2011,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2376,13/04/2011,Summer,2011,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2377,13/04/2011,Summer,2011,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2378,13/04/2011,Summer,2011,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,103,Summer,2011,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,,
2379,14/04/2011,Summer,2011,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2380,14/04/2011,Summer,2011,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2381,14/04/2011,Summer,2011,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2382,14/04/2011,Summer,2011,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2383,14/04/2011,Summer,2011,4,4,0,4,1,1,0.34,0.3636,0.76,0,1,8,9,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2384,14/04/2011,Summer,2011,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2385,14/04/2011,Summer,2011,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2386,14/04/2011,Summer,2011,4,7,0,4,1,1,0.38,0.3939,0.66,0,11,182,193,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2387,14/04/2011,Summer,2011,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2388,14/04/2011,Summer,2011,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2389,14/04/2011,Summer,2011,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2390,14/04/2011,Summer,2011,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2391,14/04/2011,Summer,2011,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2392,14/04/2011,Summer,2011,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2393,14/04/2011,Summer,2011,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2394,14/04/2011,Summer,2011,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2395,14/04/2011,Summer,2011,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2396,14/04/2011,Summer,2011,4,17,0,4,1,1,0.6,0.6061,0.28,0,50,338,388,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2397,14/04/2011,Summer,2011,4,18,0,4,1,1,0.56,0.5303,0.3,0,47,290,337,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2398,14/04/2011,Summer,2011,4,19,0,4,1,1,0.54,0.5152,0.32,0,37,222,259,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2399,14/04/2011,Summer,2011,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2400,14/04/2011,Summer,2011,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2401,14/04/2011,Summer,2011,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2402,14/04/2011,Summer,2011,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47,104,Summer,2011,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,,
2403,15/04/2011,Summer,2011,4,0,1,5,0,1,0.44,0.4394,0.67,0,6,21,27,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2404,15/04/2011,Summer,2011,4,1,1,5,0,1,0.44,0.4394,0.62,0,6,9,15,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2405,15/04/2011,Summer,2011,4,2,1,5,0,1,0.4,0.4091,0.76,0,8,10,18,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2406,15/04/2011,Summer,2011,4,3,1,5,0,1,0.4,0.4091,0.76,0,0,3,3,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2407,15/04/2011,Summer,2011,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2408,15/04/2011,Summer,2011,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2409,15/04/2011,Summer,2011,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2410,15/04/2011,Summer,2011,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2411,15/04/2011,Summer,2011,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2412,15/04/2011,Summer,2011,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2413,15/04/2011,Summer,2011,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2414,15/04/2011,Summer,2011,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2415,15/04/2011,Summer,2011,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2416,15/04/2011,Summer,2011,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2417,15/04/2011,Summer,2011,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2418,15/04/2011,Summer,2011,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2419,15/04/2011,Summer,2011,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,70,173,243,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2420,15/04/2011,Summer,2011,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2421,15/04/2011,Summer,2011,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2422,15/04/2011,Summer,2011,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2423,15/04/2011,Summer,2011,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2424,15/04/2011,Summer,2011,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2425,15/04/2011,Summer,2011,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2426,15/04/2011,Summer,2011,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64,105,Summer,2011,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,,
2427,16/04/2011,Summer,2011,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2428,16/04/2011,Summer,2011,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2429,16/04/2011,Summer,2011,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2430,16/04/2011,Summer,2011,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2431,16/04/2011,Summer,2011,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2432,16/04/2011,Summer,2011,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2433,16/04/2011,Summer,2011,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2434,16/04/2011,Summer,2011,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2435,16/04/2011,Summer,2011,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2436,16/04/2011,Summer,2011,4,9,0,6,0,3,0.4,0.4091,1,0.2985,2,27,29,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2437,16/04/2011,Summer,2011,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2438,16/04/2011,Summer,2011,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2439,16/04/2011,Summer,2011,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2440,16/04/2011,Summer,2011,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,9,49,58,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2441,16/04/2011,Summer,2011,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,14,49,63,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2442,16/04/2011,Summer,2011,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2443,16/04/2011,Summer,2011,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2444,16/04/2011,Summer,2011,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2445,16/04/2011,Summer,2011,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2446,16/04/2011,Summer,2011,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2447,16/04/2011,Summer,2011,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2448,16/04/2011,Summer,2011,4,21,0,6,0,2,0.44,0.4394,0.94,0,1,13,14,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2449,16/04/2011,Summer,2011,4,22,0,6,0,3,0.42,0.4242,1,0,2,22,24,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2450,16/04/2011,Summer,2011,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35,106,Summer,2011,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,,
2451,17/04/2011,Summer,2011,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2452,17/04/2011,Summer,2011,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2453,17/04/2011,Summer,2011,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2454,17/04/2011,Summer,2011,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2455,17/04/2011,Summer,2011,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2456,17/04/2011,Summer,2011,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2457,17/04/2011,Summer,2011,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2458,17/04/2011,Summer,2011,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2459,17/04/2011,Summer,2011,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2460,17/04/2011,Summer,2011,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2461,17/04/2011,Summer,2011,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2462,17/04/2011,Summer,2011,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,119,185,304,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2463,17/04/2011,Summer,2011,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,167,187,354,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2464,17/04/2011,Summer,2011,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,181,162,343,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2465,17/04/2011,Summer,2011,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,170,191,361,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2466,17/04/2011,Summer,2011,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,179,209,388,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2467,17/04/2011,Summer,2011,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,161,182,343,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2468,17/04/2011,Summer,2011,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2469,17/04/2011,Summer,2011,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2470,17/04/2011,Summer,2011,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2471,17/04/2011,Summer,2011,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2472,17/04/2011,Summer,2011,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2473,17/04/2011,Summer,2011,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2474,17/04/2011,Summer,2011,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,107,Summer,2011,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,,
2475,18/04/2011,Summer,2011,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2476,18/04/2011,Summer,2011,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2477,18/04/2011,Summer,2011,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2478,18/04/2011,Summer,2011,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2479,18/04/2011,Summer,2011,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2480,18/04/2011,Summer,2011,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2481,18/04/2011,Summer,2011,4,6,0,1,1,1,0.4,0.4091,0.82,0,3,51,54,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2482,18/04/2011,Summer,2011,4,7,0,1,1,1,0.46,0.4545,0.63,0,12,156,168,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2483,18/04/2011,Summer,2011,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
2484,18/04/2011,Summer,2011,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169,108,Summer,2011,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,,
